training_loss,validation_loss,training_accuracy,validation_accuracy
0.8857406377792358,0.8157885670661926,0.6970800161361694,0.724399983882904
0.8944641947746277,0.8150734901428223,0.6958000063896179,0.7263000011444092
0.8892745971679688,0.8156716227531433,0.6962000131607056,0.7278000116348267
0.8887578248977661,0.836244523525238,0.6969799995422363,0.7207000255584717
0.8897336721420288,0.8084996342658997,0.694159984588623,0.7268999814987183
0.8876427412033081,0.8196640610694885,0.6974599957466125,0.7304999828338623
0.8872216939926147,0.8065462112426758,0.6959199905395508,0.7366999983787537
0.884113073348999,0.8023966550827026,0.6993399858474731,0.7300999760627747
0.8886266350746155,0.8109842538833618,0.6980800032615662,0.7325000166893005
0.889376699924469,0.806215226650238,0.6945000290870667,0.7347999811172485
0.8897200226783752,0.8126696944236755,0.694920003414154,0.7282000184059143
0.8840857744216919,0.824985921382904,0.698360025882721,0.7282999753952026
0.8873730301856995,0.8340362310409546,0.698360025882721,0.7184000015258789
0.8859410285949707,0.808114767074585,0.6987000107765198,0.73089998960495
0.8809546232223511,0.8506234288215637,0.698639988899231,0.7206000089645386
0.8858137726783752,0.8165305256843567,0.6992999911308289,0.729200005531311
0.885642945766449,0.8225761651992798,0.6969799995422363,0.7246999740600586
0.8812130689620972,0.8187425136566162,0.6982600092887878,0.7268999814987183
0.8815684914588928,0.8021414279937744,0.6992999911308289,0.7350999712944031
0.8808276057243347,0.8201711773872375,0.7006999850273132,0.7210000157356262
0.8788625597953796,0.793416440486908,0.7001000046730042,0.7351999878883362
0.8874186873435974,0.7921242117881775,0.6991199851036072,0.7348999977111816
0.8838704824447632,0.8091621994972229,0.6995400190353394,0.7264999747276306
0.8812149167060852,0.8025454878807068,0.6989200115203857,0.7303000092506409
0.8789502382278442,0.8424135446548462,0.7003399729728699,0.7124000191688538
0.8868616223335266,0.8027591109275818,0.6991000175476074,0.7325999736785889
0.8861969709396362,0.8129351139068604,0.6965600252151489,0.7275000214576721
0.8820644021034241,0.7987363934516907,0.6999599933624268,0.7261999845504761
0.8807314038276672,0.8040419220924377,0.7008600234985352,0.728600025177002
0.8786507844924927,0.7984070181846619,0.702459990978241,0.7342000007629395
0.8822997808456421,0.7973606586456299,0.6992999911308289,0.7348999977111816
0.879901647567749,0.7995434403419495,0.7002400159835815,0.7322999835014343
0.8808495998382568,0.8092182278633118,0.7001000046730042,0.7307999730110168
0.8766987323760986,0.7942270636558533,0.7020599842071533,0.7329000234603882
0.8717830181121826,0.7949206829071045,0.7038000226020813,0.7335000038146973
0.8814364671707153,0.8161647915840149,0.7013400197029114,0.7229999899864197
0.8855154514312744,0.7958621382713318,0.7000799775123596,0.7348999977111816
0.8754438161849976,0.8016411066055298,0.7027599811553955,0.7315000295639038
0.8810660243034363,0.804063618183136,0.7041400074958801,0.732200026512146
0.8775993585586548,0.8156778216362,0.7008399963378906,0.7279000282287598
0.8800477981567383,0.8037907481193542,0.703980028629303,0.7333999872207642
0.8707787990570068,0.7958605289459229,0.7040600180625916,0.7293000221252441
0.8739635348320007,0.7986099720001221,0.7037000060081482,0.7319999933242798
